vernacular	tree	leaf	la	ldmc	lt	sla	tlp
QUARU	7734	2	NA	NA	0.253	NA	NA
QUARU	7734	3	NA	NA	0.254	NA	NA
QUARU	7734	4	NA	NA	0.274	NA	NA
QUARU	7734	5	NA	NA	0.22766666666666668	NA	NA
CUPUI	8833	3	NA	NA	0.21366666666666667	NA	NA
CUPUI	8833	4	NA	NA	0.155	NA	NA
CUPUI	8833	5	NA	NA	0.18	NA	NA
CUPUI	8188	3	NA	NA	0.21266666666666667	NA	NA
CUPUI	8188	4	NA	NA	0.19266666666666665	NA	NA
CUPUI	8188	5	NA	NA	0.262	NA	NA
CUPUI	8116	3	NA	NA	0.238	NA	NA
CUPUI	8116	4	NA	NA	0.228	NA	NA
CUPUI	8116	5	NA	NA	0.22533333333333333	NA	NA
CUPUI	9103	1	NA	NA	0.16333333333333333	NA	NA
CUPUI	9103	2	NA	NA	0.17933333333333332	NA	NA
CUPUI	9103	3	NA	NA	0.128	NA	NA
CUPUI	9103	4	NA	NA	0.199	NA	NA
CUPUI	9103	5	NA	NA	0.19333333333333333	NA	NA
CUPUI	8452	1	NA	NA	0.16933333333333334	NA	NA
CUPUI	8452	2	NA	NA	0.14733333333333332	NA	NA
CUPUI	8452	3	NA	NA	0.14533333333333331	NA	NA
CUPUI	8452	4	NA	NA	0.19466666666666663	NA	NA
CUPUI	8452	5	NA	NA	0.17466666666666666	NA	NA
CASTA	6617	1	NA	NA	NA	NA	NA
CASTA	6617	4	NA	NA	NA	NA	NA
FREIJ	7134	3	NA	NA	NA	NA	NA
QUARU	7333	3	NA	NA	NA	NA	NA
QUARU	7333	4	NA	NA	NA	NA	NA
VIROL	6404	1	NA	NA	NA	NA	NA
VIROL	6404	2	NA	NA	NA	NA	NA
VIROL	6404	3	NA	NA	NA	NA	NA
VIROL	6404	4	NA	NA	NA	NA	NA
COPAI	6894	3	NA	NA	NA	NA	NA
COPAI	6894	4	NA	NA	NA	NA	NA
COPAI	6897	3	NA	NA	NA	NA	NA
CASTA	6617	2	NA	NA	NA	NA	NA
CASTA	6617	3	NA	NA	NA	NA	NA
CASTA	6617	5	NA	NA	NA	NA	NA
PARAP	5887	4	NA	NA	NA	NA	NA
PARAP	5887	2	NA	NA	NA	NA	NA
PARAP	5887	3	NA	NA	NA	NA	NA
PARAP	1391	2	NA	NA	NA	NA	NA
PARAP	2035	2	NA	NA	NA	NA	NA
PARAP	276	2	NA	NA	NA	NA	NA
PARAP	276	1	NA	NA	NA	NA	NA
VIROL	6631	1	NA	NA	NA	NA	NA
VIROL	6631	2	NA	NA	NA	NA	NA
VIROL	6631	5	NA	NA	NA	NA	NA
PIQUI	6510	1	NA	NA	NA	NA	NA
PIQUI	6510	2	NA	NA	NA	NA	NA
PIQUI	5968	4	NA	NA	NA	NA	NA
PIQUI	5968	5	NA	NA	NA	NA	NA
PIQUI	5971	3	NA	NA	NA	NA	NA
PIQUI	5971	4	NA	NA	NA	NA	NA
PIQUI	5971	5	NA	NA	NA	NA	NA
FAVA	5455	1	NA	NA	NA	NA	NA
FREIJ	6416	5	NA	NA	NA	NA	NA
FREIJ	6416	4	NA	NA	NA	NA	NA
FREIJ	6416	3	NA	NA	NA	NA	NA
FREIJ	6416	2	NA	NA	NA	NA	NA
FREIJ	6416	1	NA	NA	NA	NA	NA
CUPIU	8833	1	NA	NA	NA	NA	NA
CUPIU	8833	2	NA	NA	NA	NA	NA
CUPIU	8833	3	NA	NA	NA	NA	NA
CUPIU	8833	4	NA	NA	NA	NA	NA
CUPIU	8833	5	NA	NA	NA	NA	NA
PEQUI	5953	1	NA	NA	NA	NA	NA
PEQUI	5953	3	NA	NA	NA	NA	NA
PEQUI	5953	4	NA	NA	NA	NA	NA
PEQUI	5953	5	NA	NA	NA	NA	NA
PEQUI	5950	1	NA	NA	NA	NA	NA
PEQUI	5950	2	NA	NA	NA	NA	NA
PEQUI	5950	3	NA	NA	NA	NA	NA
