vernacular	tree	leaf	tlp	area_excluded	area_included	lt	sw	dw
QUARU	8499	5	NA	18.202939366515835	18.204054298642532	0.22433333333333333	0.42	0.1903
VIROL	6404	3	NA	49.153176470588235	49.153176470588235	0.12966666666666668	0.83	NA
VIROL	6404	4	NA	36.10066606334841	36.115160180995474	0.14166666666666666	0.64	NA
VIROL	6631	3	NA	13.937209049773754	13.937487782805428	0.201	0.25	0.0988
VIROL	6631	4	NA	14.724629864253393	14.72518733031674	0.20133333333333336	0.28	0.1075
VIROL	6631	5	NA	16.759380995475112	16.759659728506787	0.194	0.28	NA
VIROL	6632	3	NA	45.866356561085965	45.97896470588235	0.15066666666666667	0.87	0.3977
VIROL	6632	4	NA	43.73070407239819	43.73070407239819	0.17133333333333334	0.95	0.3892
VIROL	6632	5	NA	25.07287239819004	25.09321990950226	0.18566666666666667	0.48	0.2193
VIROL	6636	3	NA	32.74444162895927	32.74444162895927	0.241	0.67	0.2635
VIROL	6636	4	NA	19.31313303167421	19.31313303167421	0.18233333333333332	0.36	0.1489
VIROL	6636	5	NA	31.507145701357462	31.507145701357462	0.24966666666666668	0.65	0.2896
VIROL	6637	3	NA	29.887706787330316	29.887706787330316	0.208	0.69	0.3422
VIROL	6637	4	NA	37.05281809954751	37.05281809954751	0.21666666666666667	0.79	0.3847
VIROL	6637	5	NA	27.509835294117643	27.509835294117643	0.18133333333333332	0.54	0.2589
QUARU	7734	1	NA	NA	NA	0.264	0.86	NA
QUARU	7734	2	NA	NA	NA	0.253	0.69	NA
QUARU	7734	3	NA	NA	NA	0.254	0.58	NA
QUARU	7734	4	NA	NA	NA	0.274	0.74	NA
QUARU	7734	5	NA	NA	NA	0.22766666666666668	0.62	NA
CUPUI	8833	3	NA	NA	NA	0.21366666666666667	0.36	NA
CUPUI	8833	4	NA	NA	NA	0.155	0.37	NA
CUPUI	8833	5	NA	NA	NA	0.18	0.45	NA
CUPUI	8188	3	NA	NA	NA	0.21266666666666667	0.26	NA
CUPUI	8188	4	NA	NA	NA	0.19266666666666665	NA	NA
CUPUI	8188	5	NA	NA	NA	0.262	0.51	NA
CUPUI	8116	3	NA	NA	NA	0.238	1.08	NA
CUPUI	8116	4	NA	NA	NA	0.228	0.96	NA
CUPUI	8116	5	NA	NA	NA	0.22533333333333333	1.1	NA
CUPUI	9103	1	NA	NA	NA	0.16333333333333333	0.42	NA
CUPUI	9103	2	NA	NA	NA	0.17933333333333332	0.29	NA
CUPUI	9103	3	NA	NA	NA	0.128	0.19	NA
CUPUI	9103	4	NA	NA	NA	0.199	0.27	NA
CUPUI	9103	5	NA	NA	NA	0.19333333333333333	0.29	NA
CUPUI	8452	1	NA	NA	NA	0.16933333333333334	0.78	NA
CUPUI	8452	2	NA	NA	NA	0.14733333333333332	0.56	NA
CUPUI	8452	3	NA	NA	NA	0.14533333333333331	0.32	NA
CUPUI	8452	4	NA	NA	NA	0.19466666666666663	0.57	NA
CUPUI	8452	5	NA	NA	NA	0.17466666666666666	0.32	NA
CASTA	6617	1	NA	NA	NA	NA	NA	0.7958
CASTA	6617	4	NA	NA	NA	NA	NA	1.0985
FREIJ	7134	3	NA	NA	NA	NA	NA	0.9806
QUARU	7333	3	NA	NA	NA	NA	NA	0.2691
QUARU	7333	4	NA	NA	NA	NA	NA	0.2198
VIROL	6404	1	NA	NA	NA	NA	NA	0.3567
VIROL	6404	2	NA	NA	NA	NA	NA	0.2564
VIROL	6404	3	NA	NA	NA	NA	NA	0.2038
VIROL	6404	4	NA	NA	NA	NA	NA	0.1925
COPAI	6894	3	NA	NA	NA	NA	NA	0.6289
COPAI	6894	4	NA	NA	NA	NA	NA	0.319
COPAI	6897	3	NA	NA	NA	NA	NA	0.2669
CASTA	6617	2	NA	NA	NA	NA	NA	0.9433
CASTA	6617	3	NA	NA	NA	NA	NA	2.166
CASTA	6617	5	NA	NA	NA	NA	NA	1.1787
PARAP	5887	4	NA	NA	NA	NA	NA	0.5052
PARAP	5887	2	NA	NA	NA	NA	NA	0.9705
PARAP	5887	3	NA	NA	NA	NA	NA	0.6603
PARAP	1391	2	NA	NA	NA	NA	NA	0.5823
PARAP	2035	2	NA	NA	NA	NA	NA	1.8123
PARAP	276	2	NA	NA	NA	NA	NA	0.4095
PARAP	276	1	NA	NA	NA	NA	NA	0.4571
VIROL	6631	1	NA	NA	NA	NA	NA	0.1313
VIROL	6631	2	NA	NA	NA	NA	NA	0.1105
VIROL	6631	5	NA	NA	NA	NA	NA	0.1221
PIQUI	6510	1	NA	NA	NA	NA	NA	0.347
PIQUI	6510	2	NA	NA	NA	NA	NA	0.4688
PIQUI	5968	4	NA	NA	NA	NA	NA	1.9573
PIQUI	5968	5	NA	NA	NA	NA	NA	0.4636
PIQUI	5971	3	NA	NA	NA	NA	NA	0.5421
PIQUI	5971	4	NA	NA	NA	NA	NA	0.464
PIQUI	5971	5	NA	NA	NA	NA	NA	0.7698
FAVA	5455	1	NA	NA	NA	NA	NA	0.4825
FREIJ	6416	5	NA	NA	NA	NA	NA	0.0837
FREIJ	6416	4	NA	NA	NA	NA	NA	0.1002
FREIJ	6416	3	NA	NA	NA	NA	NA	0.1186
FREIJ	6416	2	NA	NA	NA	NA	NA	0.3487
FREIJ	6416	1	NA	NA	NA	NA	NA	0.1548
CUPIU	8833	1	NA	NA	NA	NA	NA	0.3746
CUPIU	8833	2	NA	NA	NA	NA	NA	0.3312
CUPIU	8833	3	NA	NA	NA	NA	NA	0.1358
CUPIU	8833	4	NA	NA	NA	NA	NA	0.1683
CUPIU	8833	5	NA	NA	NA	NA	NA	0.1445
PEQUI	5953	1	NA	NA	NA	NA	NA	2.2601
PEQUI	5953	3	NA	NA	NA	NA	NA	0.9644
PEQUI	5953	4	NA	NA	NA	NA	NA	0.5226
PEQUI	5953	5	NA	NA	NA	NA	NA	0.4692
PEQUI	5950	1	NA	NA	NA	NA	NA	1.3715
PEQUI	5950	2	NA	NA	NA	NA	NA	1.1203
PEQUI	5950	3	NA	NA	NA	NA	NA	1.577
